length_url,domain_length,directory_length,file_length,params_length,qty_slash_url,qty_dot_url,domain_in_ip,qty_at_url,asn_ip,time_domain_activation,time_domain_expiration,qty_hyphen_url,url_google_index,url_shortened,phishing
35,15,20,0,-1,4,1,0,0,33494,6074,134,0,0,0,1
52,15,37,0,-1,4,1,0,0,20013,913,181,1,0,0,1
10,9,1,0,-1,1,2,0,0,14259,3948,498,0,0,0,0
17,12,5,0,-1,2,1,0,0,26496,739,1086,0,0,0,1
87,15,56,9,16,4,2,0,0,16276,129,235,1,0,0,1
21,21,-1,-1,-1,0,2,0,0,25180,8257,3431,0,0,0,0
185,12,12,7,161,2,3,0,1,31624,-1,-1,0,0,0,1
54,13,41,22,-1,2,3,0,0,54641,7464,935,0,0,0,0
45,15,30,15,-1,3,2,0,0,-1,-1,-1,0,0,0,0
34,18,16,0,-1,3,1,0,0,29636,7793,240,0,0,0,0
73,24,49,0,-1,6,1,0,0,25250,-1,-1,0,0,0,1
22,21,1,0,-1,1,2,0,0,46606,2571,350,0,0,0,0
13,13,-1,-1,-1,0,1,0,0,14061,2226,329,0,0,0,0
17,17,-1,-1,-1,0,3,0,0,15133,1895,661,0,0,0,0
69,32,37,9,-1,4,3,0,0,-1,2711,210,1,0,0,1
11,11,-1,-1,-1,0,1,0,0,16276,2982,304,0,0,0,0
41,27,14,13,-1,1,3,0,0,47583,-1,-1,0,0,0,1
20,19,1,0,-1,1,1,0,0,-1,-1,-1,0,0,0,0
21,21,-1,-1,-1,0,2,0,0,26496,6367,206,0,0,0,0
22,22,-1,-1,-1,0,3,0,0,1680,-1,-1,0,0,0,0
12,12,-1,-1,-1,0,1,0,0,19969,3551,100,0,0,0,0
15,15,-1,-1,-1,0,2,0,0,60781,5016,96,0,0,0,0
100,26,74,0,-1,4,3,0,0,13335,3095,191,12,0,0,0
50,12,38,0,-1,6,2,0,0,13335,8027,1102,2,0,0,0
14,14,-1,-1,-1,0,2,0,0,4766,6784,154,0,0,0,0
9,9,-1,-1,-1,0,1,0,0,20013,335,29,0,0,0,0
105,16,89,80,-1,2,2,0,0,13335,2016,540,11,0,0,0
30,16,14,4,-1,3,2,0,0,13335,7937,461,0,0,0,0
38,10,28,7,-1,4,2,0,0,40034,73,291,0,0,0,1
13,13,-1,-1,-1,0,2,0,0,24940,7226,1539,0,0,0,0
31,31,-1,-1,-1,0,2,0,0,43160,-1,-1,0,0,0,1
21,20,1,0,-1,1,1,0,0,13335,4214,168,0,0,0,0
10,10,-1,-1,-1,0,1,0,0,43737,4728,19,0,0,0,0
13,13,-1,-1,-1,0,2,0,0,32244,8044,354,0,0,0,0
175,15,10,9,150,1,2,0,0,16509,7814,221,0,0,0,1
150,11,65,22,74,6,2,0,0,41079,2682,-1,5,0,0,1
258,16,44,9,174,6,14,0,0,19551,2566,355,0,0,0,1
71,30,41,32,-1,2,2,0,0,47583,-1,-1,0,0,0,1
102,20,30,5,52,5,3,0,0,46606,1332,128,1,0,0,1
28,21,7,0,-1,2,2,0,0,8896,3392,259,0,0,0,1
23,18,5,4,-1,1,2,0,0,11404,-1,-1,0,0,0,1
25,11,14,0,-1,3,1,0,0,18450,5175,1033,0,0,0,1
27,27,-1,-1,-1,0,4,0,0,7162,8164,-1,0,0,0,0
25,25,-1,-1,-1,0,4,0,0,262483,7593,-1,0,0,0,0
23,22,1,0,-1,1,1,0,0,40034,1379,81,0,0,0,0
49,19,30,7,-1,3,1,0,0,133683,1158,302,0,0,0,1
48,10,38,10,-1,5,2,0,0,4812,-1,-1,1,0,0,1
55,15,40,10,-1,6,3,0,0,16276,-1,-1,0,0,0,1
19,19,-1,-1,-1,0,4,0,0,27715,8062,-1,0,0,0,0
39,13,26,6,-1,3,1,0,0,62838,2515,54,1,0,0,1
43,12,31,16,-1,3,1,0,0,32181,3680,336,2,0,0,1
17,17,-1,-1,-1,0,3,0,0,16509,-1,-1,0,0,0,0
72,19,53,16,-1,6,3,0,0,29468,5561,282,1,0,0,1
64,30,34,12,-1,4,3,0,0,20013,-1,-1,0,0,0,1
53,14,39,11,-1,3,1,0,0,42331,3513,138,1,0,0,1
60,12,48,0,-1,5,1,0,0,13576,3519,132,1,0,0,1
79,14,65,0,-1,8,2,0,0,12824,-1,-1,1,0,0,1
13,13,-1,-1,-1,0,2,0,0,13213,6867,72,0,0,0,0
34,13,21,20,-1,1,2,0,0,-1,-1,-1,0,0,0,1
42,22,20,0,-1,3,2,0,0,21155,-1,-1,0,0,0,1
33,13,20,0,-1,3,1,0,0,53243,1096,1,0,0,0,1
34,14,20,11,-1,2,2,0,0,32475,2103,452,1,0,0,1
27,17,10,0,-1,3,1,0,0,14061,2750,536,0,0,0,1
17,16,1,0,-1,1,1,0,0,24940,6572,1,0,0,0,0
68,17,51,12,-1,3,4,0,0,13335,31,333,4,0,0,1
33,21,12,0,-1,3,2,0,0,46562,4361,21,0,0,0,1
24,24,-1,-1,-1,0,2,0,0,32475,1293,167,0,0,0,0
17,12,5,4,-1,1,1,0,0,46606,4656,91,0,0,0,1
20,20,-1,-1,-1,0,2,0,0,20940,3319,1063,0,0,0,0
39,20,19,10,-1,2,2,0,0,20013,1969,221,0,0,0,1
80,19,61,26,-1,5,3,0,0,58466,-1,-1,1,0,0,1
28,19,9,4,-1,2,2,0,0,9318,-1,-1,0,0,0,1
38,11,27,21,-1,2,2,0,0,16509,10674,281,2,0,0,0
43,5,38,14,-1,3,2,0,0,56694,7569,117,0,0,0,0
23,22,1,0,-1,1,2,0,0,28977,-1,-1,0,0,0,0
67,19,48,0,-1,7,1,0,0,16276,1158,302,0,0,0,1
19,19,-1,-1,-1,0,2,0,0,13335,4835,277,0,0,0,0
31,20,11,0,-1,2,2,0,0,15311,5868,368,0,0,0,0
25,13,12,8,-1,2,2,0,0,49467,2546,375,0,0,0,1
341,10,69,13,12,5,4,0,0,20013,5454,24,1,0,0,1
15,14,1,0,-1,1,2,0,0,20013,3697,319,0,0,0,0
16,16,-1,-1,-1,0,2,0,0,19551,228,136,1,0,0,0
81,13,68,10,-1,5,3,0,0,20013,164,200,3,0,0,1
23,23,-1,-1,-1,0,4,0,0,51167,7716,-1,0,0,0,0
64,25,39,5,-1,4,2,0,0,20013,339,25,0,0,0,1
68,16,11,0,41,2,1,0,0,20013,3178,108,0,0,0,1
34,12,22,2,-1,4,1,0,0,46606,2701,220,0,0,0,1
32,22,10,9,-1,1,5,0,0,13335,8490,-1,0,0,0,0
13,12,1,0,-1,1,2,0,0,47583,-1,-1,0,0,0,1
37,14,23,0,-1,4,2,0,0,43428,5431,1508,0,0,0,0
10,10,-1,-1,-1,0,2,0,0,29049,-1,-1,0,0,0,0
26,26,-1,-1,-1,0,2,0,0,27823,5438,40,0,0,0,0
12,12,-1,-1,-1,0,2,0,0,13335,5664,1640,0,0,0,0
14,14,-1,-1,-1,0,2,0,0,8100,5301,176,0,0,0,0
16,16,-1,-1,-1,0,2,0,0,-1,6121,452,0,0,0,0
45,10,35,9,-1,4,2,0,0,46606,383,712,1,0,0,1
74,27,31,9,16,3,2,0,0,46606,1452,373,0,0,0,1
21,21,-1,-1,-1,0,2,0,0,30361,6919,20,0,0,0,0
28,11,17,0,-1,3,1,0,0,22611,1898,292,0,0,0,1
18,17,1,0,-1,1,2,0,0,20940,8070,2155,0,0,0,0
71,19,52,10,-1,6,2,0,0,46475,1833,357,0,0,0,1
31,20,11,10,-1,1,2,0,0,20013,5331,146,0,0,0,0
67,15,52,9,-1,5,5,0,0,32244,3977,39,0,0,0,1
22,12,10,0,-1,2,1,0,0,32787,4754,358,0,0,0,0
15,11,4,0,-1,2,1,0,0,32181,2554,2,0,0,0,1
18,17,1,0,-1,1,2,0,0,36351,4900,454,0,0,0,0
13,13,-1,-1,-1,0,2,0,0,18403,-1,-1,0,0,0,0
16,15,1,0,-1,1,1,0,0,13335,2165,25,0,0,0,0
75,21,54,0,-1,4,1,0,0,20401,7375,293,5,0,0,1
38,34,1,0,3,1,2,0,0,15169,-1,-1,1,0,0,1
22,17,5,0,-1,2,2,0,0,24940,-1,-1,1,0,0,1
61,16,45,39,-1,2,2,0,0,43821,-1,-1,0,0,0,0
40,10,30,16,-1,3,2,0,0,15244,4962,150,0,0,0,1
20,10,10,9,-1,1,2,0,0,-1,-1,-1,0,0,0,0
18,17,1,0,-1,1,1,0,0,14618,3116,170,0,0,0,0
54,12,42,8,-1,4,1,0,0,198610,1480,345,1,0,0,1
36,25,11,10,-1,1,2,0,0,16509,-1,-1,0,0,0,1
94,16,16,12,62,2,2,0,0,16276,1466,359,1,0,0,1
19,18,1,0,-1,1,2,0,0,13335,6399,174,0,0,0,0
16,15,1,0,-1,1,2,0,0,20473,1360,1561,0,0,0,0
41,18,23,0,-1,2,2,0,0,13335,993,102,2,0,0,1
18,18,-1,-1,-1,0,2,0,0,9123,7554,147,1,0,0,0
94,18,76,12,-1,5,2,0,0,19551,1287,173,0,0,0,1
37,16,21,5,-1,3,1,0,0,32475,3158,128,1,0,0,1
106,28,78,0,-1,4,2,0,0,-1,-1,-1,9,0,0,1
15,15,-1,-1,-1,0,2,0,0,48347,7286,27,0,0,0,0
20,20,-1,-1,-1,0,2,0,0,49349,5089,23,0,0,0,0
59,58,1,0,-1,1,2,0,0,47583,-1,-1,2,0,0,1
43,13,30,17,-1,2,3,0,0,46606,6939,365,0,0,0,0
13,7,6,5,-1,1,1,0,0,21069,-1,-1,0,0,0,1
38,20,18,9,-1,2,3,0,0,36352,208,156,0,0,0,1
119,16,9,8,94,1,3,0,0,19905,12,3637,1,0,0,1
24,12,12,0,-1,2,1,0,0,32475,2789,132,1,0,0,1
222,28,20,0,174,4,6,0,0,20013,991,104,0,0,0,1
89,16,73,67,-1,2,2,0,0,43821,-1,-1,0,0,0,0
43,22,21,13,-1,2,3,0,0,6327,-1,-1,0,0,0,1
53,24,29,18,-1,3,4,0,0,20013,3663,353,0,0,0,1
22,21,1,0,-1,1,2,0,0,7162,-1,-1,0,0,0,0
12,11,1,0,-1,1,1,0,0,-1,13,351,0,0,0,1
52,42,10,9,-1,1,5,0,0,16276,-1,-1,2,0,0,1
11,11,-1,-1,-1,0,2,0,0,48716,-1,-1,0,0,0,0
13,13,-1,-1,-1,0,2,0,0,46606,6939,365,0,0,0,0
15,15,-1,-1,-1,0,2,0,0,8560,5688,112,0,0,0,0
16,12,4,3,-1,1,1,0,0,20860,757,337,0,0,0,1
370,16,197,9,157,2,2,0,0,19066,1433,27,0,0,0,1
46,16,30,18,-1,2,3,0,0,197695,1323,137,1,0,0,1
75,12,36,9,27,5,3,0,1,32748,209,155,0,0,0,1
49,29,20,9,-1,3,3,0,0,26496,3378,639,0,0,0,1
32,23,9,0,-1,3,2,0,0,23033,1336,124,0,0,0,1
50,28,22,13,-1,3,3,0,0,8560,-1,-1,1,0,0,1
28,15,13,12,-1,1,2,0,0,8685,3108,178,0,0,0,1
58,16,42,4,-1,3,2,0,0,16509,-1,-1,0,0,0,1
67,18,49,0,-1,8,1,0,0,39729,1570,255,1,0,0,1
19,19,-1,-1,-1,0,1,0,0,-1,7865,1631,1,0,0,0
15,14,1,0,-1,1,1,0,0,50673,9,355,0,0,0,1
39,16,23,0,-1,4,1,0,0,18747,4766,346,0,0,0,1
84,23,61,0,-1,3,1,0,0,20013,12,352,0,0,0,1
98,15,83,0,-1,7,2,0,0,8075,9448,46,6,0,0,0
973,19,13,12,941,5,5,0,0,15169,-1,-1,13,0,0,1
18,18,-1,-1,-1,0,3,0,0,16509,7039,265,0,0,0,0
49,15,34,0,-1,2,1,0,0,198610,75,289,4,0,0,1
42,13,29,0,-1,5,1,0,0,26496,4084,2125,1,0,0,1
18,17,1,0,-1,1,2,0,0,13335,2066,124,0,0,0,0
30,24,6,0,-1,2,2,0,0,32244,6628,89,0,0,0,0
11,11,-1,-1,-1,0,2,0,0,16509,8730,765,0,0,0,0
237,18,38,9,181,4,14,0,1,46606,1488,337,0,0,0,1
19,19,-1,-1,-1,0,2,0,0,13335,6780,222,0,0,0,0
18,13,5,4,-1,1,1,0,0,61157,-1,-1,0,0,0,1
22,15,7,0,-1,3,2,0,0,20013,2689,598,0,0,0,1
22,17,5,0,-1,2,1,0,0,42730,-1,-1,1,0,0,1
17,17,-1,-1,-1,0,2,0,0,22612,1683,142,0,0,0,0
14,13,1,0,-1,1,1,0,0,9123,42,322,0,0,0,1
47,21,26,0,-1,4,2,0,0,7004,-1,-1,1,0,0,1
33,12,21,8,-1,2,2,0,0,20013,1353,107,0,0,0,1
27,19,8,7,-1,1,2,0,0,-1,-1,-1,0,0,0,0
10,10,-1,-1,-1,0,2,0,0,35278,6561,378,0,0,0,0
10,10,-1,-1,-1,0,2,0,0,-1,4507,971,0,0,0,0
19,19,-1,-1,-1,0,2,0,0,15031,7156,148,0,0,0,0
16,15,1,0,-1,1,2,0,0,46606,-1,-1,0,0,0,0
52,15,37,14,-1,3,3,0,0,16509,737,357,0,0,0,1
16,16,-1,-1,-1,0,2,0,0,36351,5901,307,0,0,0,0
37,26,11,10,-1,1,4,0,0,32475,-1,-1,0,0,0,1
84,24,60,16,-1,7,3,0,0,20013,2267,288,0,0,0,1
13,13,-1,-1,-1,0,2,0,0,-1,5628,1311,0,0,0,0
22,22,-1,-1,-1,0,2,0,0,13335,4480,267,0,0,0,0
65,21,44,9,-1,5,3,0,0,26347,1394,66,1,0,0,1
67,24,43,9,-1,5,4,0,0,12824,3001,-1,3,0,0,1
82,20,43,9,19,5,4,0,1,13335,7839,196,0,0,0,1
28,27,1,0,-1,1,1,0,0,24446,9,355,2,0,0,1
48,18,30,15,-1,3,3,0,0,12824,-1,-1,0,0,0,1
24,17,7,0,-1,3,2,0,0,55293,1096,364,0,0,0,1
112,15,73,0,24,4,4,0,1,26496,367,1458,0,0,0,1
17,17,-1,-1,-1,0,2,0,0,13335,6144,64,0,0,0,0
19,19,-1,-1,-1,0,2,0,0,13335,4404,343,0,0,0,0
30,30,-1,-1,-1,0,3,0,0,27715,6980,324,0,0,0,0
33,33,-1,-1,-1,0,2,0,0,14361,6060,148,0,0,0,0
299,22,112,9,165,9,4,0,0,47583,-1,-1,1,0,0,1
20,20,-1,-1,-1,0,2,0,0,54540,3139,147,0,0,0,0
39,28,11,10,-1,1,3,0,0,47583,-1,-1,0,0,0,1
37,33,4,0,-1,2,2,0,0,26496,-1,-1,0,0,0,1
25,21,1,0,3,1,2,0,0,15169,-1,-1,0,0,0,1
52,29,23,9,-1,2,3,0,0,26496,4070,312,0,0,0,1
31,17,14,5,-1,3,1,0,0,51167,-1,-1,0,0,0,1
82,48,34,9,-1,5,5,0,0,-1,-1,-1,1,0,0,1
64,21,43,0,-1,3,2,0,0,46606,2086,104,0,0,0,1
139,38,53,6,48,6,4,0,0,26496,-1,-1,6,0,0,1
17,17,-1,-1,-1,0,2,0,0,14618,242,122,0,0,0,0
228,22,41,9,165,3,2,0,0,13768,3622,29,0,0,0,1
23,23,-1,-1,-1,0,3,0,0,29076,-1,-1,0,0,0,0
24,24,-1,-1,-1,0,4,0,0,47583,8006,-1,0,0,0,0
83,15,68,0,-1,7,1,0,0,20454,2284,271,1,0,0,1
15,15,-1,-1,-1,0,2,0,0,23660,-1,-1,0,0,0,0
27,17,10,9,-1,1,4,0,0,20013,2907,14,0,0,0,0
206,20,29,9,157,5,3,0,0,20013,3144,142,0,0,0,1
45,19,26,9,-1,3,3,0,0,8708,4439,370,0,0,0,1
19,19,-1,-1,-1,0,2,0,0,19324,3788,228,0,0,0,0
15,15,-1,-1,-1,0,2,0,0,34119,6362,211,0,0,0,0
57,30,27,10,-1,4,3,0,0,46606,-1,-1,3,0,0,1
50,16,29,14,5,4,2,0,0,20013,2994,292,0,0,0,1
22,22,-1,-1,-1,0,1,0,0,26496,4152,230,0,0,0,0
148,32,1,0,115,1,3,0,0,22606,-1,-1,0,0,0,1
17,16,1,0,-1,1,2,0,0,395082,-1,-1,1,0,0,1
50,19,31,13,-1,3,2,0,0,46606,5399,79,1,0,0,1
57,11,7,6,39,6,3,0,0,37963,-1,-1,0,0,0,1
20,15,5,0,-1,2,2,0,0,20013,751,343,1,0,0,1
9,8,1,0,-1,1,1,0,0,46606,6685,253,0,0,0,0
35,27,8,0,-1,2,3,0,0,-1,-1,-1,0,0,0,0
41,16,25,0,-1,2,2,0,0,32934,7860,3463,0,0,0,0
28,14,14,0,-1,3,1,0,0,10929,2216,339,0,0,0,1
10,10,-1,-1,-1,0,2,0,0,25535,7401,298,0,0,0,0
16,16,-1,-1,-1,0,1,0,0,29182,81,283,1,0,0,1
30,30,-1,-1,-1,0,1,0,0,46606,145,219,2,0,0,1
35,18,17,9,-1,3,3,0,0,46606,1955,235,0,0,0,1
81,28,14,11,39,2,3,0,0,15169,1224,236,0,0,0,1
61,13,48,0,-1,7,3,0,0,3786,-1,-1,1,0,0,1
16,15,1,0,-1,1,2,0,0,19905,288,76,0,0,0,1
22,21,1,0,-1,1,3,0,0,8075,108,256,0,0,0,1
20,20,-1,-1,-1,0,2,0,0,26496,-1,-1,0,0,0,1
24,15,9,0,-1,2,2,0,0,51453,-1,-1,0,0,0,1
35,21,14,0,-1,3,2,0,0,36024,1889,301,0,0,0,1
20,20,-1,-1,-1,0,2,0,0,36024,631,98,1,0,0,0
55,30,25,9,-1,3,3,0,0,32475,-1,-1,1,0,0,1
56,18,34,11,4,4,2,0,0,32475,676,53,0,0,0,1
61,18,43,13,-1,5,3,0,0,16509,-1,-1,0,0,0,1
278,15,31,7,232,3,17,0,1,24446,-1,-1,0,0,0,1
26,16,10,9,-1,1,3,0,0,47583,-1,-1,0,0,0,1
38,11,27,9,-1,3,2,0,0,12969,5937,-1,0,0,0,1
14,13,1,0,-1,1,2,0,0,8560,7676,357,0,0,0,0
44,43,1,0,-1,1,2,0,0,47583,-1,-1,0,0,0,1
21,12,9,8,-1,1,1,0,0,32934,7859,3464,0,0,0,0
23,23,-1,-1,-1,0,2,0,0,20940,7164,140,0,0,0,0
11,11,-1,-1,-1,0,2,0,0,8342,5790,419,0,0,0,0
27,27,-1,-1,-1,0,4,0,0,16276,7548,-1,0,0,0,0
39,17,22,9,-1,3,3,0,0,17971,-1,-1,1,0,0,1
20,20,-1,-1,-1,0,2,0,0,199484,5743,831,0,0,0,0
137,29,43,16,65,5,3,0,0,8075,-1,-1,0,0,0,1
16,16,-1,-1,-1,0,1,0,0,23352,4395,352,0,0,0,0
19,14,5,4,-1,1,2,0,0,15169,7690,709,0,0,0,0
18,18,-1,-1,-1,0,2,0,0,14618,7715,318,0,0,0,0
25,13,12,0,-1,2,3,0,0,2818,-1,2625,0,0,0,0
29,11,18,0,-1,2,1,0,0,33739,8259,1603,0,0,0,0
28,15,8,0,5,2,2,0,0,37963,-1,-1,0,0,0,1
50,15,35,0,-1,4,1,0,0,26496,1840,1811,1,0,0,1
31,11,20,15,-1,2,2,0,0,20013,287,77,0,0,0,1
32,13,19,9,-1,2,2,0,0,36024,2046,144,0,0,0,1
32,14,18,0,-1,4,4,1,0,7922,-1,-1,0,0,0,1
20,19,1,0,-1,1,2,0,0,40034,-1,-1,0,0,0,1
42,21,21,17,-1,2,3,0,0,30083,460,269,0,0,0,1
19,19,-1,-1,-1,0,2,0,0,13335,6490,1544,0,0,0,0
26,17,9,8,-1,1,2,0,0,42831,-1,-1,0,0,0,1
15,15,-1,-1,-1,0,3,0,0,559,-1,-1,0,0,0,0
276,38,1,0,237,1,7,0,0,8075,-1,-1,1,0,0,1
24,16,8,7,-1,1,2,0,0,32934,7858,3465,0,0,0,0
26,26,-1,-1,-1,0,4,0,0,7162,8234,-1,0,0,0,0
25,11,14,6,-1,2,2,0,0,-1,265,99,0,0,0,0
21,21,-1,-1,-1,0,3,0,0,54489,-1,-1,0,0,0,0
45,17,28,10,-1,2,3,0,0,26496,2732,1285,0,0,0,1
42,31,8,0,3,2,2,0,0,395082,-1,-1,1,0,0,1
54,16,38,13,-1,4,3,0,0,16276,1529,662,1,0,0,1
57,10,47,0,-1,8,1,0,0,46606,1783,41,1,0,0,1
59,24,29,11,6,3,2,0,0,20013,4485,262,0,0,0,1
32,16,16,10,-1,2,2,0,0,20013,3187,464,0,0,0,1
83,23,60,0,-1,9,3,0,0,-1,840,254,0,0,0,1
10,9,1,0,-1,1,1,0,0,15169,2144,46,0,0,0,0
41,12,29,28,-1,1,1,0,0,30633,-1,-1,0,0,0,1
18,17,1,0,-1,1,2,0,0,47583,-1,-1,0,0,0,1
83,19,64,0,-1,7,1,0,0,33182,1343,1213,1,0,0,1
64,19,45,17,-1,4,3,0,0,20013,5526,317,0,0,0,1
151,5,3,2,143,4,7,0,0,47764,7240,91,0,0,0,1
17,17,-1,-1,-1,0,2,0,0,7270,-1,-1,0,0,0,0
16,16,-1,-1,-1,0,1,0,0,16276,3589,511,0,0,0,0
33,33,-1,-1,-1,0,2,0,0,-1,-1,-1,0,0,0,0
47,20,27,0,-1,4,1,0,0,31815,2463,93,0,0,0,1
66,16,15,9,35,2,2,0,0,32244,1046,49,0,0,0,1
40,18,22,16,-1,2,2,0,0,13335,3123,163,2,0,0,0
84,7,50,0,27,7,3,0,0,29182,2273,282,1,0,0,1
23,22,1,0,-1,1,2,0,0,20940,-1,-1,0,0,0,0
136,22,114,0,-1,6,2,0,0,199081,1314,146,0,0,0,1
18,18,-1,-1,-1,0,2,0,0,20940,5810,1129,0,0,0,0
278,20,22,0,236,4,3,0,0,28299,1769,56,4,0,0,1
28,27,1,0,-1,1,1,0,0,32475,2804,117,0,0,0,0
21,10,11,6,-1,2,1,0,0,39896,4306,76,0,0,0,1
14,13,1,0,-1,1,1,0,0,13335,224,140,0,0,0,1
17,16,1,0,-1,1,3,0,0,13335,5208,635,0,0,0,0
88,17,71,59,-1,2,2,0,0,16509,82,282,10,0,0,0
13,12,1,0,-1,1,1,0,0,37153,626,103,0,0,0,0
63,22,41,0,-1,3,2,0,0,20013,3624,392,0,0,0,1
20,11,9,0,-1,3,2,0,0,20013,1777,48,0,0,0,1
109,28,81,0,-1,5,2,0,0,2635,-1,-1,8,0,0,0
37,25,12,6,-1,2,2,0,0,12824,2118,-1,1,0,0,1
102,15,78,9,9,4,6,0,0,10778,5652,950,0,0,0,1
51,11,40,7,-1,6,2,0,0,39451,6463,110,0,0,0,1
14,14,-1,-1,-1,0,2,0,0,50499,-1,-1,0,0,0,0
23,18,5,0,-1,2,1,0,0,54290,69,295,0,0,0,1
64,24,1,0,39,1,3,0,0,262954,513,216,0,0,0,1
22,11,11,10,-1,1,2,0,0,16509,10672,283,0,0,0,0
15,15,-1,-1,-1,0,2,0,0,20013,5792,51,0,0,0,0
13,13,-1,-1,-1,0,2,0,0,32787,2802,119,0,0,0,0
33,33,-1,-1,-1,0,4,0,0,-1,7593,-1,0,0,0,0
9,9,-1,-1,-1,0,1,0,0,54113,5040,72,0,0,0,0
11,11,-1,-1,-1,0,1,0,0,13335,5229,248,0,0,0,0
12,12,-1,-1,-1,0,1,0,0,8560,7403,265,0,0,0,0
21,20,1,0,-1,1,2,0,0,43541,-1,-1,1,0,0,1
25,25,-1,-1,-1,0,2,0,0,54290,-1,-1,0,0,0,1
56,19,37,9,-1,4,3,0,0,20013,5526,317,0,0,0,1
14,14,-1,-1,-1,0,1,0,0,53755,4685,427,0,0,0,0
13,12,1,0,-1,1,2,0,0,13335,6776,162,0,0,0,0
75,19,30,9,26,3,7,0,1,393398,3466,2377,0,0,0,1
46,27,19,12,-1,2,3,0,0,26496,4883,229,0,0,0,1
13,13,-1,-1,-1,0,2,0,0,16509,7187,117,0,0,0,0
25,25,-1,-1,-1,0,2,0,0,8377,-1,-1,0,0,0,0
24,23,1,0,-1,1,2,0,0,40034,607,122,0,0,0,0
29,16,13,0,-1,2,2,0,0,32934,7858,3465,0,0,0,0
79,32,47,10,-1,2,2,0,0,20013,256,108,3,0,0,1
29,21,8,0,-1,2,2,0,0,26496,2432,489,1,0,0,0
126,18,76,14,32,5,5,0,1,20013,1102,358,0,0,0,1
99,38,57,9,4,6,4,0,0,26496,-1,-1,5,0,0,1
16,16,-1,-1,-1,0,3,0,0,7162,8164,-1,0,0,0,0
132,16,45,32,71,4,3,0,0,26496,481,248,2,0,0,1
17,17,-1,-1,-1,0,2,0,0,32787,7305,363,0,0,0,0
40,13,27,11,-1,3,3,0,0,14061,6959,1076,0,0,0,0
85,24,45,0,16,5,2,0,0,38778,1168,292,1,0,0,1
11,11,-1,-1,-1,0,1,0,0,13335,4491,256,0,0,0,0
15,15,-1,-1,-1,0,2,0,0,13335,7963,70,0,0,0,0
15,15,-1,-1,-1,0,2,0,0,24940,-1,153,0,0,0,0
49,36,13,12,-1,1,2,0,0,46606,1564,261,0,0,0,1
14,14,-1,-1,-1,0,2,0,0,29222,4433,680,0,0,0,0
17,17,-1,-1,-1,0,2,0,0,9318,6552,1847,0,0,0,0
16,15,1,0,-1,1,1,0,0,5588,110,254,1,0,0,1
24,23,1,0,-1,1,2,0,0,29873,946,171,0,0,0,0
49,11,38,0,-1,3,1,0,0,24446,652,77,0,0,0,1
23,23,-1,-1,-1,0,3,0,0,13335,-1,-1,0,0,0,0
13,12,1,0,-1,1,1,0,0,1241,1810,56,0,0,0,0
79,20,59,0,-1,3,3,0,0,31727,2209,346,2,0,0,1
25,20,5,0,-1,2,3,0,0,40244,-1,-1,0,0,0,1
44,17,27,16,-1,3,3,0,0,3215,-1,-1,0,0,0,0
71,14,7,6,50,1,2,0,0,15169,7690,709,0,0,0,0
37,23,14,0,-1,3,2,0,0,47583,-1,-1,0,0,0,1
33,17,16,0,-1,3,2,0,0,47172,8081,683,0,0,0,0
16,16,-1,-1,-1,0,2,0,0,36351,6560,378,0,0,0,0
40,9,31,10,-1,5,2,0,0,46606,-1,-1,0,0,0,1
24,19,5,0,-1,2,1,0,0,-1,9,355,1,0,0,1
19,19,-1,-1,-1,0,2,0,0,-1,2211,344,0,0,0,0
21,17,4,0,-1,2,1,0,0,26496,1731,1190,0,0,0,1
33,18,15,0,-1,3,1,0,0,16276,790,670,0,0,0,1
17,16,1,0,-1,1,1,0,0,57043,361,368,1,0,0,1
19,19,-1,-1,-1,0,2,0,0,20454,2751,170,0,0,0,0
56,18,38,4,-1,6,2,0,1,16276,-1,-1,0,0,0,1
21,17,1,0,3,1,2,0,0,48666,-1,-1,1,0,0,1
51,17,34,5,-1,4,2,0,0,46606,3409,608,0,0,0,1
23,10,13,6,-1,2,2,0,0,15169,2560,361,1,0,0,1
32,18,14,4,-1,2,1,0,0,14061,1350,110,0,0,0,0
12,12,-1,-1,-1,0,2,0,0,11557,7489,179,0,0,0,0
30,23,7,0,-1,3,2,0,0,63949,1109,1082,0,0,0,1
39,30,9,4,-1,2,2,0,0,47583,-1,-1,0,0,0,1
17,17,-1,-1,-1,0,2,0,0,42910,7715,318,0,0,0,0
26,12,14,9,-1,2,2,0,0,6697,2225,330,0,0,0,1
11,11,-1,-1,-1,0,1,0,0,54489,1387,73,0,0,0,0
55,21,34,12,-1,3,3,0,0,32244,6185,57,1,0,0,0
257,27,18,0,212,3,3,0,0,26496,-1,-1,0,0,0,1
27,21,6,0,-1,2,3,0,0,63949,2970,316,0,0,0,0
61,23,38,37,-1,1,2,0,0,20013,1639,186,4,0,0,1
31,21,10,9,-1,1,3,0,0,46549,1820,370,0,0,0,1
15,15,-1,-1,-1,0,1,0,0,13335,3046,240,0,0,0,0
14,13,1,0,-1,1,1,0,0,23352,1049,411,0,0,0,1
52,18,34,0,-1,5,1,0,0,26496,2315,240,1,0,0,1
28,28,-1,-1,-1,0,1,0,0,8560,3298,353,0,0,0,0
33,21,12,11,-1,1,2,0,0,32475,1049,46,0,0,0,1
14,14,-1,-1,-1,0,1,0,0,33070,1991,930,0,0,0,0
