length_url,domain_length,directory_length,file_length,params_length,qty_slash_url,qty_dot_url,domain_in_ip,qty_at_url,asn_ip,time_domain_activation,time_domain_expiration,qty_hyphen_url,url_google_index,url_shortened,phishing
39,30,0,0,-1,3,2,0,0,2635,7447,587,0,0,0,0
23,16,-1,-1,-1,2,2,0,0,-1,7533,159,1,0,0,0
29,21,-1,-1,-1,2,2,0,0,24940,-1,0,1,0,0,0
61,15,2,36,-1,4,2,0,0,54113,8831,505,0,1,0,0
38,14,7,8,-1,4,2,0,0,2635,5161,1047,0,1,0,0
41,16,17,0,-1,5,3,0,0,8560,2956,330,0,1,0,1
51,17,11,15,-1,5,4,0,0,5661,12350,0,0,0,0,0
29,20,0,0,-1,3,2,0,0,13335,8463,669,0,0,0,0
106,19,47,32,-1,9,2,1,0,-1,2046,146,1,1,0,1
57,16,5,27,-1,4,2,0,0,14907,7133,902,0,1,0,0
116,26,12,16,52,5,3,0,0,8075,8019,381,0,1,1,1
32,23,0,0,-1,3,2,0,0,-1,7295,374,0,1,1,1
23,15,0,0,-1,3,2,0,0,9371,4647,0,1,0,0,0
41,15,18,0,-1,6,1,1,0,13335,1709,117,1,0,0,0
71,35,28,0,-1,5,2,0,0,-1,-2,353,2,1,0,1
79,11,48,9,2,8,4,0,0,61969,-1,366,0,1,0,1
29,20,0,0,-1,3,2,0,0,15169,7296,373,0,0,1,0
119,16,21,74,-1,6,3,0,0,13335,8453,312,12,0,1,0
458,23,43,14,368,9,5,1,0,29119,7086,948,2,1,0,1
46,21,7,10,-1,4,4,0,0,-1,5331,148,0,1,1,1
104,16,79,0,-1,10,2,0,0,200000,1706,120,2,1,0,1
58,32,18,0,-1,5,2,0,0,396982,2232,324,1,1,0,1
83,19,47,9,-1,7,3,0,0,-1,330,35,0,1,0,1
69,28,12,21,-1,5,3,0,0,29802,5396,3005,2,0,0,0
16,9,-1,-1,-1,2,1,0,0,13335,41,323,0,0,0,0
78,22,8,39,-1,4,2,0,0,53831,1261,199,5,0,0,0
52,14,19,10,-1,5,3,0,0,-1,-1,327,1,1,0,1
27,16,3,0,-1,4,2,0,0,24940,3016,270,0,0,0,0
28,20,0,0,-1,3,2,0,0,31034,4515,233,0,0,0,0
50,15,21,5,-1,5,2,0,0,16625,9280,63,2,1,1,0
73,16,8,41,-1,5,3,0,0,15169,2775,146,4,0,0,0
35,9,16,2,-1,5,1,0,0,20940,9269,1325,0,0,0,0
37,19,9,0,-1,4,2,0,0,-1,1199,0,0,1,0,1
97,25,63,0,-1,6,2,0,0,13335,5163,680,8,0,0,0
25,14,3,0,-1,4,2,0,0,139021,2427,130,0,1,0,1
43,14,15,6,-1,5,3,0,0,24940,7159,147,0,1,0,0
49,28,13,0,-1,3,1,0,0,29066,6391,184,0,1,0,1
27,18,0,0,-1,3,3,0,0,15395,3706,677,0,0,0,0
32,17,4,2,-1,4,1,0,0,30148,6871,369,0,1,0,1
49,14,8,18,-1,4,2,0,0,16625,7812,468,2,0,0,0
45,12,25,0,-1,6,1,0,0,13335,3828,555,0,0,0,0
148,16,73,0,49,11,2,1,0,47583,883,577,1,1,0,1
64,17,39,0,-1,8,3,0,0,39962,2345,211,1,1,0,1
28,20,-1,-1,-1,2,2,0,0,45012,-1,0,0,0,0,0
76,32,36,0,-1,7,2,0,0,-1,287,443,1,1,0,1
33,25,-1,-1,-1,2,2,0,0,15169,7297,372,1,1,1,1
52,20,24,0,-1,4,2,0,0,13335,7445,224,3,1,0,0
54,36,0,0,8,3,2,0,0,-1,7296,373,3,1,1,1
59,19,6,0,25,3,2,0,0,13335,5961,613,0,0,0,0
89,81,0,0,-1,3,8,1,0,-1,-1,274,1,1,0,1
27,16,3,0,-1,4,1,0,0,-1,718,12,1,1,0,1
56,16,7,10,14,4,3,1,0,16276,5803,406,1,1,0,1
36,28,0,0,-1,3,2,0,0,-1,-1,411,0,0,0,0
39,25,6,0,-1,3,2,0,0,40676,6259,2506,0,0,0,0
40,33,-1,-1,-1,2,2,0,0,2635,5159,1049,1,0,0,0
30,13,9,0,-1,5,1,0,0,51167,4019,1,0,1,0,1
32,13,10,0,-1,5,1,0,0,16509,1496,694,0,1,0,1
27,14,0,0,-1,3,1,0,0,29182,1204,257,0,1,0,0
25,17,0,0,-1,3,2,0,0,29422,6378,197,0,0,0,0
81,54,19,0,-1,5,5,1,0,-1,4003,14,1,1,0,1
73,33,32,0,-1,3,3,0,0,-1,323,43,5,1,0,1
57,21,14,13,-1,5,3,1,0,8075,10677,282,1,1,1,0
113,24,16,14,50,4,3,1,0,12322,4225,523,0,1,0,1
49,16,5,19,-1,4,2,0,0,14907,7129,906,0,0,0,0
27,15,4,0,-1,4,2,0,0,-1,358,8,0,1,0,1
68,22,21,17,-1,6,3,0,0,48254,7351,684,0,0,0,0
31,23,0,0,-1,3,2,0,0,15169,7298,371,0,0,1,0
57,40,9,0,-1,3,5,0,0,-1,5627,217,2,1,1,1
201,22,4,9,157,4,2,1,0,-1,1206,255,0,1,0,1
110,34,8,59,-1,5,4,0,0,2635,7448,587,7,1,0,0
61,12,41,0,-1,3,3,1,0,13335,7919,116,2,0,0,0
35,27,0,0,-1,3,2,0,0,-1,152,214,0,1,0,1
56,20,8,20,-1,5,3,0,0,15169,5440,38,1,1,0,0
30,21,0,0,-1,3,2,0,0,204760,4384,191,0,0,0,0
88,14,57,8,-1,6,2,1,0,54113,9397,1559,5,0,0,0
44,17,19,0,-1,5,2,1,0,61969,-1,145,1,1,0,0
37,28,0,0,-1,3,2,0,0,13335,5526,24,0,0,0,0
52,25,19,0,-1,6,2,1,0,-1,56,308,2,0,0,1
67,36,13,9,-1,4,3,0,0,54113,-1,0,1,0,0,0
19,11,0,0,-1,3,2,0,0,-1,-2,320,0,1,0,1
47,10,21,8,-1,5,2,1,0,-1,199,0,1,1,0,1
61,19,25,9,-1,7,4,0,0,53831,2517,40,1,1,0,1
32,23,0,0,-1,3,2,0,0,31477,3015,272,0,0,0,0
22,13,0,0,-1,3,2,0,0,28120,-1,270,0,0,0,0
59,19,16,9,6,5,4,0,0,-1,-1,13,0,1,0,1
22,13,0,0,-1,3,2,0,0,396982,-1,482,0,0,0,0
52,17,9,18,-1,4,3,0,0,15169,-1,126,1,0,0,0
98,17,56,16,-1,5,6,0,0,-1,1317,144,2,1,1,1
73,50,5,10,-1,4,3,1,0,205787,1015,80,1,1,0,1
101,24,69,0,-1,7,2,0,0,54113,9097,33,7,0,0,0
57,38,10,0,-1,3,4,0,0,-1,5615,228,3,1,1,1
21,13,-1,-1,-1,2,2,0,0,-1,-1,340,0,0,0,1
78,12,58,0,-1,3,3,1,0,13335,7918,117,4,1,0,0
60,51,0,0,-1,3,2,0,0,27647,5231,247,0,0,0,0
48,18,5,0,16,4,2,0,0,53831,5301,542,0,1,0,1
64,20,26,10,-1,7,3,0,0,16509,157,209,1,1,0,1
54,24,8,14,-1,4,2,0,0,16509,7984,51,2,0,0,0
84,18,19,39,-1,6,2,1,0,16509,9206,509,4,0,0,0
51,15,15,12,-1,5,3,0,0,16625,11558,129,0,1,0,0
80,33,0,0,37,3,6,0,1,-1,5612,231,2,1,1,1
91,15,43,25,-1,7,4,1,0,14061,-1,0,5,1,0,1
34,14,11,0,-1,4,2,0,0,16509,5788,2667,1,0,0,0
82,26,35,13,-1,7,2,0,0,17439,2542,380,1,1,0,1
20,11,0,0,-1,3,2,0,0,50341,7861,190,0,0,0,0
33,24,0,0,-1,3,2,0,0,20546,-1,0,2,0,0,0
62,41,8,5,-1,5,2,0,0,-1,4391,357,2,1,0,1
32,24,0,0,-1,3,2,0,0,16509,4330,1513,0,0,0,0
19,10,0,0,-1,3,1,0,0,14061,7716,0,0,0,0,0
18,10,0,0,-1,3,1,0,0,13335,-1,138,0,0,0,0
132,16,6,17,83,4,3,0,0,8068,7764,272,2,0,0,1
111,18,56,29,-1,6,2,0,0,-1,2214,23,4,1,0,1
41,14,5,0,13,3,1,0,0,-1,279,86,0,0,0,0
29,8,5,8,-1,4,2,0,0,31229,2492,64,0,1,0,1
29,17,4,0,-1,4,1,0,0,47583,3731,287,0,1,0,1
39,18,13,0,-1,5,1,0,0,52030,2718,205,0,1,0,1
39,30,0,0,-1,3,2,0,0,24940,-1,0,0,0,0,0
134,14,112,0,-1,3,4,1,1,-1,-1,0,7,1,0,1
44,36,0,0,-1,3,3,0,0,-1,-1,0,2,1,0,1
32,18,5,0,-1,4,2,0,0,20940,7907,817,0,0,0,0
23,14,0,0,-1,3,2,0,0,8075,9003,128,0,0,0,0
41,16,8,9,-1,4,3,1,0,15169,6238,337,0,1,0,0
26,17,0,0,-1,3,2,0,0,54113,9254,609,0,0,0,0
32,24,0,0,-1,3,2,0,0,13335,4898,945,0,0,0,0
48,24,5,11,-1,4,3,0,0,-1,8,357,0,1,0,1
47,17,6,0,14,3,3,0,0,15169,-1,300,0,0,0,1
24,15,0,0,-1,3,2,0,0,15169,2460,97,0,0,0,0
57,16,21,12,-1,5,3,0,0,16509,4426,321,1,0,0,0
75,15,32,0,19,3,2,1,0,131626,5850,359,0,1,0,1
52,25,0,0,-1,3,5,1,1,-1,5614,230,0,1,1,1
27,19,0,0,-1,3,2,0,0,32338,4259,124,0,0,0,0
61,30,11,11,-1,4,5,0,0,-1,5615,228,1,1,1,1
44,14,19,3,-1,4,1,0,0,-1,-1,0,1,1,0,1
40,21,10,0,-1,6,1,0,0,-1,771,689,0,1,0,1
35,26,0,0,-1,3,4,0,0,-1,5614,230,0,1,1,1
28,20,0,0,-1,3,2,0,0,-1,3639,14,0,0,0,0
59,17,33,0,-1,4,2,0,0,13335,2733,918,4,0,0,0
30,21,0,0,-1,3,2,0,0,34788,-1,0,0,0,0,0
42,23,10,0,-1,5,2,0,0,14618,6606,333,0,1,0,1
100,18,66,8,-1,8,3,1,0,53824,254,112,1,1,0,1
74,20,0,0,44,3,2,1,0,-1,111,253,0,0,0,1
21,12,0,0,-1,3,2,0,0,-1,2632,289,0,0,0,0
61,25,19,9,-1,6,4,0,0,-1,3631,0,0,1,0,1
56,12,26,10,-1,6,2,0,0,-1,2191,366,0,1,0,1
227,22,12,18,165,5,4,1,0,48635,4873,0,0,1,0,1
51,14,7,13,7,4,3,0,0,34343,6077,132,0,0,0,0
60,27,11,14,-1,5,3,0,0,16509,7289,2181,0,0,0,0
36,17,3,8,-1,4,2,0,0,-1,6646,294,0,1,0,1
51,24,19,0,-1,3,3,0,0,40476,5204,639,0,0,0,0
83,16,33,25,-1,5,3,0,0,32613,5987,1318,4,0,0,0
29,20,0,0,-1,3,2,0,0,16509,-1,249,0,1,0,0
26,18,0,0,-1,3,2,0,0,199524,2383,174,0,0,1,0
44,26,9,0,-1,3,2,0,0,-1,9,356,0,1,0,1
61,22,31,0,-1,8,1,0,0,-1,2300,257,2,1,0,1
25,17,0,0,-1,3,2,0,0,19871,-1,1557,0,0,0,0
43,17,6,12,-1,4,3,0,0,7684,5513,330,1,1,0,1
45,13,5,19,-1,4,2,0,0,14618,257,108,0,1,0,0
43,12,23,0,-1,6,1,0,0,61969,536,194,1,1,0,1
133,25,35,46,17,7,2,0,0,8075,8019,381,2,0,1,1
43,15,20,0,-1,3,2,0,0,54113,5886,1418,3,0,0,0
83,20,54,0,-1,4,2,0,0,13335,6559,16,6,0,0,0
58,14,13,22,-1,5,2,1,0,54113,5051,63,2,0,0,0
27,18,0,0,-1,3,2,0,0,54113,561,169,1,1,0,1
53,21,16,8,-1,5,2,0,0,19318,4397,350,1,1,0,1
71,14,32,0,16,3,2,1,0,-1,4376,0,0,1,0,1
50,21,15,6,-1,5,2,0,0,-1,2314,1339,0,1,0,1
40,19,13,0,-1,3,2,0,0,24940,4217,166,0,1,0,0
52,26,4,14,-1,4,4,0,0,8068,8986,1430,0,1,0,0
81,15,58,0,-1,6,3,1,0,398101,-1,0,0,0,0,1
87,17,3,0,57,4,3,0,1,-1,255,110,0,1,0,1
60,17,7,28,-1,5,3,0,0,13335,8148,617,0,0,0,0
43,24,11,0,-1,3,3,0,0,13335,1337,123,0,1,0,1
31,22,0,0,-1,3,2,0,0,-1,7309,360,0,0,1,1
27,20,-1,-1,-1,2,2,0,0,-1,-1,288,0,0,0,0
49,25,16,0,-1,5,2,0,0,-1,1975,217,0,1,0,1
57,35,14,0,-1,3,2,0,0,40676,6259,2506,0,0,0,0
82,22,43,9,-1,5,4,0,0,15169,5660,184,0,1,1,1
23,14,0,0,-1,3,2,0,0,13335,8212,188,0,0,0,0
50,20,9,12,-1,5,3,0,0,13335,8046,3481,0,0,0,0
31,22,0,0,-1,3,2,0,0,13335,4148,234,0,0,0,0
71,37,25,0,-1,3,5,0,1,-1,5626,217,2,1,1,1
26,15,3,0,-1,4,1,0,0,16276,4454,294,0,1,1,1
25,18,-1,-1,-1,2,2,0,0,-1,-1,318,0,1,0,1
70,17,27,18,-1,6,2,0,0,16509,4627,121,1,0,0,0
61,16,5,31,-1,4,2,0,0,13335,6474,101,3,0,0,0
46,13,14,11,-1,4,2,0,0,398101,-1,86,0,1,0,1
89,20,39,22,-1,8,3,0,0,7713,2280,277,1,1,0,1
30,21,0,0,-1,3,2,0,0,16509,2871,50,0,0,0,0
41,33,0,0,-1,3,2,0,0,-1,6832,107,1,1,0,1
32,24,0,0,-1,3,2,0,0,8560,-1,0,0,0,0,0
50,23,2,17,-1,4,3,0,0,-1,1868,324,0,1,0,1
52,16,14,14,-1,4,2,0,0,-1,5670,0,1,1,0,1
35,13,9,0,-1,3,4,0,0,3320,-1,0,0,1,0,1
64,26,30,0,-1,6,2,0,0,46606,7452,218,0,1,0,1
24,15,0,0,-1,3,2,0,0,200062,-1,0,0,0,0,0
256,15,29,10,192,8,2,1,0,13335,1109,352,4,1,0,1
234,25,26,9,165,6,4,1,0,-1,918,178,0,1,0,1
67,22,11,26,-1,4,3,0,0,16509,5044,70,0,0,1,0
29,21,0,0,-1,3,3,0,0,24940,5706,138,0,0,0,1
27,18,0,0,-1,3,2,0,0,54113,560,170,1,1,0,1
28,12,8,0,-1,3,3,0,0,29134,-1,-1,0,1,0,1
64,19,19,17,-1,5,2,0,0,13335,6995,1406,3,0,0,0
49,19,13,9,-1,5,3,0,0,28585,-1,294,0,1,0,1
117,42,19,0,47,5,4,1,0,-1,4003,15,0,1,0,1
65,18,13,25,-1,4,2,0,0,54113,5224,984,3,0,0,0
25,16,0,0,-1,3,2,0,0,47447,8261,139,0,0,0,0
101,11,82,0,-1,5,1,1,0,16509,5963,245,0,1,0,1
45,11,4,22,-1,4,2,0,0,8560,5143,335,0,0,0,0
20,12,-1,-1,-1,2,2,0,0,13335,-1,221,0,0,0,0
35,19,3,5,-1,4,2,0,0,16276,5594,250,1,1,0,0
25,17,0,0,-1,3,2,0,0,20940,11083,971,0,0,0,0
54,26,20,0,-1,3,3,0,0,16509,8051,349,1,0,0,0
46,18,6,13,-1,4,3,0,0,13335,6244,330,0,0,0,0
51,18,25,0,-1,4,2,0,0,16625,-1,0,3,0,0,0
41,17,7,8,-1,5,2,0,0,-1,285,81,0,1,0,1
26,17,0,0,-1,3,2,0,0,29169,-1,0,0,0,0,0
49,26,15,0,-1,4,2,0,0,13037,2344,212,0,1,0,0
48,19,20,0,-1,6,2,0,0,-1,4184,199,0,0,0,1
23,7,7,0,-1,3,1,0,0,13335,920,0,0,1,0,1
29,22,-1,-1,-1,2,2,0,0,19557,7055,250,0,1,0,1
33,22,3,0,-1,4,2,0,0,45538,-1,109,0,1,0,1
49,40,0,0,-1,3,4,0,0,-1,5627,217,2,1,1,1
35,21,6,0,-1,3,1,0,0,13335,7507,3085,0,0,0,0
38,29,0,0,-1,3,3,0,0,37963,8315,450,0,1,0,0
35,18,9,0,-1,3,3,0,0,-1,-1,0,0,0,0,0
44,25,11,0,-1,3,3,0,0,13335,1337,123,0,0,0,1
40,18,5,9,-1,4,2,0,0,54113,4488,990,0,0,0,0
39,27,4,0,-1,4,2,0,0,-1,244,121,0,0,0,1
133,95,0,0,29,3,10,0,1,-1,4045,681,2,1,0,1
96,19,68,0,-1,3,3,0,0,13335,5240,603,11,0,0,0
43,21,11,3,-1,4,2,0,0,4766,7733,302,0,1,0,1
77,14,54,0,-1,6,2,0,0,13335,7217,280,6,0,0,0
82,14,10,49,-1,6,1,0,0,20940,8235,165,6,0,0,0
114,26,64,16,-1,9,3,1,0,-1,2299,257,2,1,0,1
84,13,19,44,-1,5,3,1,0,14061,3452,201,4,1,0,0
46,21,17,0,-1,5,2,0,0,3132,-1,0,0,1,0,1
18,11,-1,-1,-1,2,2,0,0,-1,-1,1196,0,0,0,0
38,31,-1,-1,-1,2,2,0,0,15169,7297,372,0,0,1,0
92,15,36,32,-1,6,3,0,0,13335,7337,2890,0,0,1,0
360,22,55,13,261,10,4,1,0,-1,6114,95,13,1,0,1
47,29,10,0,-1,3,3,0,0,5607,1546,644,0,1,0,1
29,13,8,0,-1,5,1,0,0,49981,7949,158,1,1,0,0
81,15,50,8,-1,6,2,0,0,204343,-1,372,4,0,0,0
22,14,0,0,-1,3,2,0,0,13335,-1,168,0,0,0,0
41,34,-1,-1,-1,2,2,0,0,16509,2581,340,2,1,0,1
39,31,0,0,-1,3,3,0,0,-1,30,334,1,1,0,1
29,20,0,0,-1,3,2,0,0,13335,1258,202,0,0,0,0
83,16,21,38,-1,5,3,0,0,13335,11272,0,2,1,0,0
29,21,0,0,-1,3,2,0,0,13335,1445,16,0,0,0,0
35,26,0,0,-1,3,2,0,0,16509,3119,533,0,0,0,0
42,25,9,0,-1,4,2,0,0,13335,1337,123,0,1,0,1
34,27,-1,-1,-1,2,2,0,0,15169,7298,371,0,0,1,0
20,13,-1,-1,-1,2,2,0,0,13335,984,111,1,0,0,1
75,34,33,0,-1,4,2,1,0,-1,1690,136,2,1,0,1
42,34,0,0,-1,3,2,0,0,19557,6831,108,1,1,0,1
27,19,0,0,-1,3,2,0,0,197695,6018,191,0,0,0,0
82,18,1,0,49,3,2,1,0,-1,1117,344,4,1,0,1
60,18,7,27,-1,4,2,0,0,16509,5809,2226,2,0,0,0
55,37,10,0,-1,3,5,0,0,15169,5626,218,2,1,1,1
55,14,18,15,-1,6,3,0,0,8075,6566,338,0,1,0,0
25,17,0,0,-1,3,1,0,0,-1,371,359,0,0,1,1
52,14,29,0,-1,4,1,0,0,54113,5215,264,3,0,0,0
46,38,0,0,-1,3,4,0,0,-1,5614,230,2,1,1,1
51,16,5,21,-1,4,2,0,0,14907,7133,902,0,0,0,0
44,17,19,0,-1,6,3,0,0,16509,-1,0,0,1,1,1
23,15,-1,-1,-1,2,2,0,0,32475,-1,15,0,0,0,1
28,8,12,0,-1,3,1,0,0,-1,-1,520,1,1,0,1
32,24,0,0,-1,3,2,0,0,54113,2835,86,0,1,0,1
26,17,0,0,-1,3,2,0,0,34372,-1,0,0,0,0,0
236,15,38,9,165,9,2,1,0,-1,3047,239,1,1,0,1
56,16,31,0,-1,3,2,0,0,54113,7909,490,5,0,0,0
17,9,0,0,-1,3,1,0,0,398101,3141,147,0,0,0,0
41,32,0,0,-1,3,2,0,0,-1,2836,85,1,0,0,1
35,26,0,0,-1,3,1,0,0,-1,0,364,3,1,0,1
21,14,-1,-1,-1,2,1,0,0,21069,-1,0,0,0,0,0
61,18,17,17,-1,5,2,0,0,13335,6318,2082,1,0,0,0
37,16,13,0,-1,5,1,0,0,-1,4921,558,0,1,0,1
121,46,3,15,47,4,5,1,0,-1,3993,25,0,1,0,1
34,26,0,0,-1,3,4,0,0,-1,687,44,0,1,0,1
37,22,6,0,-1,4,2,0,0,30691,1154,1036,0,0,0,1
17,10,-1,-1,-1,2,1,0,0,24940,-1,0,0,0,0,0
33,13,7,4,-1,4,1,0,0,-1,289,77,1,1,0,1
57,14,12,23,-1,4,3,0,0,13335,-1,0,1,0,0,0
32,11,13,0,-1,5,2,0,0,20406,-1,301,0,1,0,1
238,14,215,1,-1,23,15,0,0,-1,62,303,2,1,1,1
50,21,12,9,-1,5,5,0,0,30148,-1,2110,1,1,0,1
128,21,51,9,38,9,5,0,1,-1,4609,139,1,1,0,1
71,27,35,0,-1,5,3,0,0,13335,-1,0,2,0,0,0
38,30,0,0,-1,3,4,0,0,-1,88,277,0,1,0,1
23,16,-1,-1,-1,2,1,0,0,24940,5251,0,0,0,0,0
36,27,0,0,-1,3,2,0,0,-1,560,170,1,0,0,1
55,18,19,10,-1,8,2,0,0,13335,6259,680,1,0,0,0
45,22,15,0,-1,4,1,0,0,-1,183,183,0,1,0,0
25,16,0,0,-1,3,2,0,0,209242,8914,219,0,0,0,0
27,11,4,3,-1,4,1,0,0,-1,2333,224,1,1,0,1
49,14,14,12,-1,5,3,0,0,23342,8248,1613,0,1,0,0
36,28,0,0,-1,3,2,0,0,398101,2675,247,2,0,0,0
126,18,80,0,19,13,3,0,0,8560,1344,0,1,1,0,1
24,15,0,0,-1,3,2,0,0,13335,1109,351,0,0,0,0
87,17,62,0,-1,9,2,0,0,-1,415,316,1,1,0,1
145,9,21,11,94,5,2,0,0,-1,-1,58,2,1,0,1
38,30,0,0,-1,3,2,0,0,-1,1950,242,0,1,0,1
42,18,16,0,-1,3,3,0,0,13335,7406,494,1,0,0,0
23,14,0,0,-1,3,2,0,0,-1,711,19,0,0,0,1
47,11,28,0,-1,5,2,0,0,16625,9290,208,1,1,0,0
89,23,57,0,-1,5,2,0,0,30475,6200,374,7,1,0,0
64,36,5,15,-1,4,3,0,0,13335,4606,508,2,1,0,0
89,21,47,13,-1,9,3,0,0,-1,175,190,1,1,0,1
42,14,15,5,-1,5,3,0,0,24940,7160,146,0,0,0,0
52,15,22,6,-1,5,2,0,0,16625,9283,60,1,0,1,0
132,13,90,0,20,12,1,0,0,50474,777,318,2,1,0,1
122,13,25,76,-1,8,3,0,0,54113,9282,215,0,1,0,0
28,14,6,0,-1,4,3,1,0,15169,-1,0,0,1,0,1
81,22,10,9,30,5,4,0,1,-1,-1,250,0,1,0,1
29,21,0,0,-1,3,2,0,0,-1,-1,0,1,0,0,1
110,22,40,9,-1,7,4,0,1,-1,2394,1258,5,1,0,1
71,20,34,9,-1,7,2,0,0,16276,5228,250,2,1,0,1
34,25,0,0,-1,3,2,0,0,13335,5257,587,0,0,0,0
48,21,11,8,-1,4,2,0,0,13335,7616,132,1,0,1,0
45,18,18,0,-1,4,2,0,0,13335,5573,271,2,0,0,0
58,19,17,13,-1,6,3,0,0,13335,6984,1050,0,1,0,0
118,13,35,0,60,7,3,0,0,8560,1620,207,2,1,0,1
45,29,8,0,-1,5,2,0,0,-1,-1,0,0,1,0,1
20,6,5,0,-1,3,1,0,0,-1,662,68,0,1,0,1
36,19,8,0,-1,3,2,0,0,-1,21,344,0,1,0,1
28,20,0,0,-1,3,3,0,0,-1,-2,357,0,1,0,1
13,6,-1,-1,-1,2,1,0,0,46844,-1,408,0,0,0,0
46,17,11,9,-1,5,2,0,0,16509,6434,1236,0,0,0,0
64,11,45,0,-1,5,1,0,0,2635,8712,53,5,0,0,0
28,19,0,0,-1,3,2,0,0,13335,4632,2307,0,0,0,0
49,19,6,15,-1,4,2,0,0,54113,9513,1443,1,0,0,0
31,23,0,0,-1,3,2,0,0,61969,-1,0,0,0,0,0
40,19,13,0,-1,5,1,0,0,40034,8369,396,1,1,0,1
24,15,0,0,-1,3,1,0,0,6724,-1,0,0,0,0,0
73,21,5,38,-1,4,2,0,0,14907,6338,602,0,0,0,0
22,14,0,0,-1,3,2,0,0,39392,6350,225,0,0,0,0
65,19,6,9,21,4,3,0,0,-1,82,283,0,1,0,1
35,22,0,0,3,3,2,0,0,-1,7295,374,1,1,1,1
28,16,4,0,-1,4,1,0,0,210403,2670,252,0,1,0,1
27,19,0,0,-1,3,2,0,0,32244,1900,291,0,0,0,0
82,17,56,0,-1,6,2,0,0,54113,6765,0,3,0,0,0
51,28,15,0,-1,5,2,0,0,-1,164,201,0,1,0,1
75,27,4,36,-1,4,3,1,0,16509,6962,343,0,1,0,1
23,14,0,0,-1,3,2,0,0,13335,8734,761,0,0,1,0
56,16,31,0,-1,3,3,0,0,46606,4473,275,4,0,0,0
96,7,0,0,79,3,3,0,0,54113,4843,270,0,0,0,1
33,13,0,0,10,3,2,0,0,15169,-1,0,0,0,0,0
25,16,0,0,-1,3,2,0,0,2514,4011,0,0,0,0,0
86,52,9,17,-1,4,3,0,0,133618,403,328,3,1,0,0
112,24,40,40,-1,7,3,1,0,16509,7351,318,0,0,0,0
33,25,0,0,-1,3,2,0,0,-1,3009,278,1,0,1,1
78,21,36,13,-1,6,2,0,0,20857,3251,0,1,1,0,1
54,25,11,9,-1,5,3,0,0,14618,3573,444,0,1,0,0
63,12,43,0,-1,3,3,1,0,13335,7919,116,2,1,0,0
80,21,42,9,-1,9,4,0,0,-1,5331,148,0,1,1,1
28,20,0,0,-1,3,2,0,0,63989,2868,54,0,0,0,0
44,36,0,0,-1,3,2,0,0,15169,7299,371,0,0,1,0
116,19,60,28,-1,6,2,0,0,-1,9025,835,0,1,0,0
65,20,27,9,-1,7,3,0,0,13335,6288,1016,1,1,0,0
31,22,0,0,-1,3,2,0,0,13335,1270,190,0,0,0,0
39,30,0,0,-1,3,2,0,0,-1,7295,374,0,1,1,1
66,20,28,10,-1,7,3,0,0,10029,2805,482,1,1,0,1
31,22,0,0,-1,3,2,0,0,13335,-1,0,0,0,0,0
38,29,0,0,-1,3,2,0,0,54113,3811,936,0,0,0,0
47,16,22,0,-1,3,3,0,0,209,5242,237,0,1,0,0
41,24,0,0,7,3,2,0,0,13335,-1,187,0,0,0,0
77,25,22,22,-1,6,4,0,0,16509,7537,3421,0,1,0,1
44,21,15,0,-1,5,2,0,0,-1,2793,128,0,1,0,1
36,27,0,0,-1,3,2,0,0,52148,3882,501,0,0,0,0
17,10,-1,-1,-1,2,1,0,0,197695,1218,243,0,0,0,0
88,21,59,0,-1,7,2,1,0,133618,3206,812,0,1,0,1
28,19,0,0,-1,3,2,0,0,30148,3220,67,0,0,0,0
62,23,9,21,-1,4,3,0,0,16509,8124,276,0,0,0,0
72,23,41,0,-1,3,3,0,0,13335,2783,138,4,0,1,0
113,15,67,8,13,7,2,0,0,15169,8346,2976,0,1,0,1
45,14,9,14,-1,4,3,0,0,6059,9806,0,0,0,0,0
39,18,7,6,-1,4,2,0,0,13335,9202,296,0,0,0,0
23,14,0,0,-1,3,2,0,0,16625,6909,29,0,0,0,0
40,25,6,0,-1,4,2,0,0,16276,-1,0,2,1,0,1
53,23,11,10,-1,4,2,0,0,16509,7837,198,1,0,0,0
43,17,18,0,-1,5,3,0,0,14618,200,166,1,1,0,1
36,25,3,0,-1,3,2,0,0,13335,1338,122,0,1,0,1
38,10,20,0,-1,5,2,0,0,13335,-1,3266,1,0,0,0
37,21,5,3,-1,4,2,0,0,-1,2519,403,0,1,0,1
128,50,19,0,49,5,4,1,0,-1,4003,14,1,1,0,1
95,15,2,70,-1,4,2,0,0,54113,8832,503,0,1,0,0
89,17,2,0,60,4,5,0,0,-1,253,113,1,1,0,1
83,16,5,53,-1,4,2,0,0,14907,7131,0,0,0,0,0
38,12,6,12,-1,4,2,0,0,20860,8081,684,0,0,0,0
36,27,0,0,-1,3,2,0,0,396982,1119,341,0,0,0,0
123,46,3,15,49,4,5,1,0,-1,3993,25,0,1,0,1
41,11,13,9,-1,5,2,0,0,16509,6315,280,0,1,0,1
31,16,6,0,-1,3,1,0,0,14061,4101,282,0,1,1,1
37,20,3,6,-1,4,2,0,0,14618,6606,333,0,1,0,1
26,13,4,0,-1,3,1,0,0,-1,-1,278,0,1,0,1
21,12,0,0,-1,3,2,0,0,16509,9124,7,0,0,0,0
19,12,-1,-1,-1,2,1,0,0,55967,-1,65,0,0,0,0
35,11,16,0,-1,3,2,0,0,5607,8440,325,2,0,0,0
